SAU,SAU.Desc,TA,Region,Water
603602,Otago University,Dunedin City,Otago,0
603710,Maori Hill,Dunedin City,Otago,0
603720,Balmacewen,Dunedin City,Otago,0
603810,Glenleith,Dunedin City,Otago,0
603820,Helensburgh,Dunedin City,Otago,0
603910,Wakari,Dunedin City,Otago,0
603920,Halfway Bush,Dunedin City,Otago,0
603930,Brockville,Dunedin City,Otago,0
604010,Roslyn North,Dunedin City,Otago,0
604020,Roslyn South,Dunedin City,Otago,0
604110,Mornington,Dunedin City,Otago,0
604120,Belleknowes,Dunedin City,Otago,0
604130,Kenmure,Dunedin City,Otago,0
604210,Caversham,Dunedin City,Otago,0
604221,Corstorphine West,Dunedin City,Otago,0
604222,Corstorphine East,Dunedin City,Otago,0
604300,Caledonian,Dunedin City,Otago,0
604410,South Dunedin,Dunedin City,Otago,0
604420,Forbury,Dunedin City,Otago,0
604500,St Clair,Dunedin City,Otago,0
604611,Musselburgh,Dunedin City,Otago,0
604612,Andersons Bay,Dunedin City,Otago,0
604620,Vauxhall,Dunedin City,Otago,0
604710,St Leonards-Blanket Bay,Dunedin City,Otago,0
604720,Ravensbourne,Dunedin City,Otago,0
604810,Inner Peninsula,Dunedin City,Otago,0
604821,Raynbirds Bay,Dunedin City,Otago,0
604822,Macandrew Bay,Dunedin City,Otago,0
604830,Broad Bay-Portobello,Dunedin City,Otago,0
604901,Taiaroa-Cape Saunders,Dunedin City,Otago,0
604902,Sandymount,Dunedin City,Otago,0
605100,Sawyers Bay,Dunedin City,Otago,0
605200,Port Chalmers,Dunedin City,Otago,0
605400,St Kilda West,Dunedin City,Otago,0
605500,St Kilda Central,Dunedin City,Otago,0
605600,St Kilda East,Dunedin City,Otago,0
605800,Green Island Central,Dunedin City,Otago,0
605910,Abbotsford,Dunedin City,Otago,0
605920,Concord,Dunedin City,Otago,0
606100,Mosgiel East,Dunedin City,Otago,0
606210,Mosgiel South,Dunedin City,Otago,0
606220,East Taieri,Dunedin City,Otago,0
606300,Bush Road,Dunedin City,Otago,0
606500,Benhar,Clutha District,Otago,0
606600,Stirling,Clutha District,Otago,0
606700,Bruce,Clutha District,Otago,0
606800,Milton,Clutha District,Otago,0
606900,Kaitangata,Clutha District,Otago,0
607000,Clinton,Clutha District,Otago,0
607100,Kaka Point,Clutha District,Otago,0
607200,Owaka,Clutha District,Otago,0
607300,Clutha,Clutha District,Otago,0
607400,Balclutha,Clutha District,Otago,0
607501,Teviot,Central Otago District,Otago,0
607502,Tuapeka,Clutha District,Otago,0
607600,Tapanui,Clutha District,Otago,0
607700,Lawrence,Clutha District,Otago,0
607800,Roxburgh,Central Otago District,Otago,0
607900,Ranfurly,Central Otago District,Otago,0
608000,Maniototo,Central Otago District,Otago,0
608100,Naseby,Central Otago District,Otago,0
608302,Dunstan,Central Otago District,Otago,0
608303,Clyde,Central Otago District,Otago,0
608304,Hawea,Queenstown-Lakes District,Otago,0
608305,Inland Water-Lake Hawea,Queenstown-Lakes District,Otago,0
608500,Alexandra,Central Otago District,Otago,0
608600,Cromwell,Central Otago District,Otago,0
608700,Frankton,Queenstown-Lakes District,Otago,0
608800,Wanaka,Queenstown-Lakes District,Otago,0
609011,Milford,Southland District,Southland,0
609012,Glenorchy,Queenstown-Lakes District,Otago,0
609022,Kelvin Heights,Queenstown-Lakes District,Otago,0
609023,Sunshine Bay,Queenstown-Lakes District,Otago,0
609026,Skippers,Queenstown-Lakes District,Otago,0
609027,Inland Water-Lake Wakatipu,Queenstown-Lakes District,Otago,0
609028,Lake Hayes,Queenstown-Lakes District,Otago,0
609029,Matukituki,Queenstown-Lakes District,Otago,0
609030,Inland Water-Lake Wanaka,Queenstown-Lakes District,Otago,0
609200,Arrowtown,Queenstown-Lakes District,Otago,0
609301,Queenstown Bay,Queenstown-Lakes District,Otago,0
609302,Earnslaw,Queenstown-Lakes District,Otago,0
609400,Balfour Community,Southland District,Southland,0
609500,Riversdale Community,Southland District,Southland,0
609600,Lumsden Community,Southland District,Southland,0
609700,Edendale Community,Southland District,Southland,0
609800,Wyndham,Southland District,Southland,0
609911,Makarewa North,Southland District,Southland,0
609912,Makarewa,Invercargill City,Southland,0
609913,Bay Road West,Invercargill City,Southland,0
609914,Mill Road-Woodend,Invercargill City,Southland,0
609921,Bushy Point,Invercargill City,Southland,0
609922,Otatara,Invercargill City,Southland,0
610010,Charlton,Gore District,Southland,0
610020,Waikaia,Southland District,Southland,0
610031,Kaweku,Southland District,Southland,0
610032,Chatton,Gore District,Southland,0
610033,Kaiwera,Gore District,Southland,0
610040,Hokonui,Southland District,Southland,0
610051,Waianiwa,Southland District,Southland,0
610052,Oreti Beach,Invercargill City,Southland,0
610061,Dacre,Southland District,Southland,0
610062,Myross Bush,Invercargill City,Southland,0
610072,Waituna,Southland District,Southland,0
610073,Woodlands,Southland District,Southland,0
610074,Greenhills,Invercargill City,Southland,0
610075,Tiwai Point,Invercargill City,Southland,0
610080,Toetoes,Southland District,Southland,0
610090,Wallacetown,Southland District,Southland,0
610210,North Gore,Gore District,Southland,0
610220,East Gore,Gore District,Southland,0
610230,Central Gore,Gore District,Southland,0
610240,West Gore,Gore District,Southland,0
610250,South Gore,Gore District,Southland,0
610400,Mataura,Gore District,Southland,0
610500,Winton,Southland District,Southland,0
610601,Grasmere,Invercargill City,Southland,0
610602,Waikiwi,Invercargill City,Southland,0
610700,Rosedale,Invercargill City,Southland,0
610800,Gladstone-Avenal,Invercargill City,Southland,0
610900,Windsor,Invercargill City,Southland,0
611001,Waverley-Glengarry,Invercargill City,Southland,0
611002,Hawthorndale,Invercargill City,Southland,0
611100,Richmond,Invercargill City,Southland,0
611210,Otakaro Park,Invercargill City,Southland,0
611220,Crinan,Invercargill City,Southland,0
611300,West Invercargill,Invercargill City,Southland,0
611400,Georgetown,Invercargill City,Southland,0
611500,Newfield-Rockdale,Invercargill City,Southland,0
611601,Heidelberg,Invercargill City,Southland,0
611602,Strathern,Invercargill City,Southland,0
611700,Appleby-Kew,Invercargill City,Southland,0
611800,Kingswell-Clifton,Invercargill City,Southland,0
611900,Tisbury,Invercargill City,Southland,0
612100,Bluff,Invercargill City,Southland,0
612200,Nightcaps,Southland District,Southland,0
612300,Ohai,Southland District,Southland,0
612400,Te Anau,Southland District,Southland,0
612500,Tuatapere,Southland District,Southland,0
612600,Otautau,Southland District,Southland,0
612712,Manapouri,Southland District,Southland,0
612713,Mossburn,Southland District,Southland,0
612714,Mararoa River,Southland District,Southland,0
612715,Inland Water-Lake Te Anau,Southland District,Southland,0
612720,Wairio,Southland District,Southland,0
612730,Te Waewae,Southland District,Southland,0
612740,Fairfax,Southland District,Southland,0
612801,Riverton East,Southland District,Southland,0
612802,Riverton West,Southland District,Southland,0
612901,Fiordland,Southland District,Southland,0
612902,Inland Water-Lake Manapouri,Southland District,Southland,0
612903,Inland Water-Lake Hauroko,Southland District,Southland,0
613000,Stewart Island,Southland District,Southland,0
614502,Inlet-Hokianga Harbour,Far North District,Northland,1
614503,Three Kings Islands,NA,NA,1
614504,Oceanic-Northland Region,NA,NA,1
614601,Inlet-Rangaunu Harbour,Far North District,Northland,1
614602,Inlet-Doubtless Bay,NA,NA,1
614700,Inlet-Whangaroa Harbour,Far North District,Northland,1
614800,Inlet-Bay Of Islands,Far North District,Northland,1
615101,Inlet-Tutukaka Harbour,Whangarei District,Northland,1
615102,Inlet-Whangarei Harbour,Whangarei District,Northland,1
615301,Inlet-Port Whangarei,Whangarei District,Northland,1
615302,Inlet-Mangawhai Harbour,Kaipara District,Northland,1
615800,Mokohinau Island,Auckland City,Auckland,1
615900,Little Barrier Island,Auckland City,Auckland,1
616001,Kaikoura And Rangiahua Islands,Auckland City,Auckland,1
616002,Inlet-Port Fitzroy,NA,NA,1
616100,Cape Barrier,NA,NA,1
616200,Rakitu Island,Auckland City,Auckland,1
616300,Browns Island,Auckland City,Auckland,1
616400,Aiguilles Island,Auckland City,Auckland,1
617000,Inlet-Kaipara Harbour North,NA,NA,1
617101,Inlet-Kaipara Harbour South,NA,NA,1
617102,Inlet-Kaipara River,Rodney District,Auckland,1
617200,Inlet-Takapuna Head,NA,NA,1
617400,Inlet-Hobson Bay,Auckland City,Auckland,1
617500,Oceanic-Auckland Region East,NA,NA,1
617602,Oceanic-Auckland Region West,NA,NA,1
617603,Manukau Harbour,NA,NA,1
617604,Inlet-Manukau Harbour,Manukau City,Auckland,1
617701,Tamaki Strait,NA,NA,1
617702,Inlets-Tamaki,Manukau City,Auckland,1
617800,Inlet-Waiuku River,NA,NA,1
617900,Inlet-Waitemata Harbour,NA,NA,1
618300,Te Motu Island,Otorohanga District,Waikato,1
618400,Motiti Island,NA,NA,1
618500,Mayor Island,NA,NA,1
619000,Inlet-Raglan Harbour,Waikato District,Waikato,1
619101,Inlet-Aotea Harbour North,Waikato District,Waikato,1
619102,Inlets-Otorohanga District,Otorohanga District,Waikato,1
619201,Inlet-Waitomo District,Waitomo District,Waikato,1
619202,Oceanic-Waikato Region West,NA,NA,1
619301,Inlets-Thames-Coromandel District,Thames-Coromandel District,Waikato,1
619302,Islands-Thames-Coromandel District,Thames-Coromandel District,Waikato,1
619303,Bays-Thames-Coromandel District,NA,NA,1
619400,Oceanic-Waikato Region East,NA,NA,1
619500,Inlet-Firth Of Thames,NA,NA,1
619701,Moutohora Island,NA,NA,1
619702,Oceanic-Bay Of Plenty Region,NA,NA,1
619900,White Island,NA,NA,1
620000,Inland Water-Lake Taupo,Taupo District,Waikato,1
620400,Oceanic-Gisborne Region,NA,NA,1
620901,Inlet-Port Napier,NA,NA,1
620903,Oceanic-Hawke'S Bay Region,NA,NA,1
620904,Bare Island,NA,NA,1
621401,Port-Taranaki,NA,NA,1
621402,Oceanic-Taranaki Region,NA,NA,1
622000,Oceanic-Tararua Constituency,NA,NA,1
622100,Inlet-Wellington Harbour,NA,NA,1
622201,Inlet-Porirua Harbour,Porirua City,Wellington,1
622202,Oceanic-Wellington Region,NA,NA,1
622700,Oceanic-Manawatu-Wanganui Region,NA,NA,1
623801,Inlet-Tasman Bay,Nelson City,Nelson,1
623803,Oceanic-Tasman Region,Tasman District,Tasman,1
623804,Oceanic-Nelson Region,NA,NA,1
623805,Oceanic-Marlborough Region,NA,NA,1
623806,Oceanic-Canterbury Region North,NA,NA,1
623900,Inlet-Ligar Bay,Tasman District,Tasman,1
624100,Inlet-Buller River,Buller District,West Coast,1
624600,Oceanic-West Coast Region,NA,NA,1
625101,Inlet-Port Lyttelton,Banks Peninsula District,NA,1
625102,Inlets-Banks Peninsula Bays,Banks Peninsula District,NA,1
625103,Oceanic-Canterbury Region South,NA,NA,1
625300,Inlet-Port Timaru,Timaru District,Canterbury,1
625800,Inlet-Otago Harbour,Dunedin City,Otago,1
625901,Inlet-Dunedin City Bays,Dunedin City,Otago,1
625902,Oceanic-Otago Region,NA,NA,1
626000,Inlet-Port Oamaru,Waitaki District,Canterbury,1
626100,Inlet-Milford Sound,Southland District,Southland,1
626500,Dog Island,Invercargill City,Southland,1
626700,Centre Island,Southland District,Southland,1
626801,Inlet-Bluff Harbour,Invercargill City,Southland,1
626802,Inlet-New River Estuary,Invercargill City,Southland,1
627000,Inlet-Jacobs River Estuary,Southland District,Southland,1
627201,Oceanic-Southland Region,NA,NA,1
